Nomor SPK,Tanggal SPK,Nama Kapal,Jumlah Jenis Item,Daftar Uraian Barang,Daftar Part Number,Daftar Qty & Satuan,Rincian Lengkap Barang
0920.SPK/BA.202/BA010102/2026,2026-07-01,Srikandi Baruna 2001,68,"1. MESIN GERINDA TANGAN
2. MESIN BOR
3. KABEL LISTRIK NYM
4. SELANG KAWAT SPIRAL
5. KERAN AIR STIENLES
6. KACAMATA HITAM
7. SENTER TANGAN (350 LM)
8. JAS HUJAN (BAJU CELANA)
9. TERMINAL LISTRIK/STOP KONTAK
10. TOPENG LAS AUTO DARKENNING
11. SAFETY BELT/PENGAMAN KERJA KETINGGIAN
12. KAUS TANGAN BINTIK
13. KACA MATA PUTIH/BENING
14. CUTTER L500
15. PISAU CUTTER L500
16. GERGAJI BESI
17. MATA GERGAJI BESI
18. LAMPU NAVIGASI
19. LANTAI VINIL/VINYL FLOOTING @Lincoln brown
20. LEM VINYL
21. MOKO PEWANGI (SACHET)
22. STELLA SEMPROT REFILL
23. GLADE MESIN OTOMATIS STELLA UK 225
24. KESET LANTAI (BAHAN KAIN HANDUK)
25. WIPER PEMBERSIH KACA
26. EMBER+GAYUNG
27. RINSO
28. SUNLIGHT
29. VIXCAL
30. KAPUR BARUS (BAGUS)
31. MAJUN
32. PEL LANTAI
33. SAPU LANTAI
34. PLADGE (PEMBERSIH FURNITURE) @330gr
35. TEMPAT SAMPAH MARINE (IMDG CODE)
36. BATTERY JAM ALKALINE
37. BATTERY JAM REMOT
38. LAMPU TONGKANG
39. BATTERY LAMPU TONGKANG
40. WD 40
41. LEM AIBON
42. BALLPOINT
43. STABILO
44. KUAS ROLL
45. KUAS TANGAN
46. KUAS TANGAN
47. SOLASI KERTAS
48. SOLASI KERTAS
49. LAKBAN BENING
50. KAPUR BARUS (BAGUS)
51. BENDERA RI
52. RANTAL DAPRA
53. PEMBERSIH JAMUR KACA
54. MATA BOR CUP BRONZE
55. CHAIN BLOCK
56. CHAIN BLOCK
57. KANEBO
58. MICRO FIBER
59. RESIN 1 PAKET
60. ALTECO/LEM CHINA
61. KABEL TIES
62. BAUT
63. SPIDOL PERMANENT
64. SPIDOL POORMARKER
65. JANGKA SEMAT PETA
66. PENGGARIS PANJANG DAN PENDEK (1 METER DAN 30 CM)
67. MISTAR JAJAR (PETA)
68. DISKON","1. GWS 700
2. GSB 600
3. 2x1.5 mm
4. 1-Feb
5. 1-Feb
6. Krisbow
7. Krisbow
8. Gosave (PVC)
uk M, L, XXL
9. Broco 3 lubang
10. Welding Helmet
11. Sutera/Logam
12. -
13. Krisbow
14. Besar
15. Besar
16. Krisbow
17. Krisbow
18. AC/DC 24 VOLT
19. 122,4 x 914,4 mm
20. -
21. -
22. 225 ml
23. 225 ml
24. kain
25. -
26. 20 ltr
27. -
28. -
29. -
30. -
31. Kain
32. -
33. -
34. Aerosol
35. uk 50 liter
hijau, merah, kuning
36. AA
37. AAA
38. -
39. -
40. 333 ML
41. 1 LITER
42. HITAM
43. ORANGE
44. -
45. 1 INC
46. 2 INC
47. KECIL
48. BESAR
49. BESAR
50. -
51. 60X90
52. uk 3/4
53. WATERSPOT
54. SILVER
55. SWL 5 TON
56. SWL 10 TON
57. LAP
58. LAP
59. LITER
60. -
61. NILON
62. M10X50
63. SNOWAN
64. SNOWAN
65. KUNINGAN
66. STAINLESS
67. PLASTIC
68. -","1. 2 PCS
2. 2 PCS
3. 2 ROLL
4. 50 METER
5. 12 PCS
6. 12 PCS
7. 6 PCS
8. 12 PCS
9. 6 PCS
10. 1 PCS
11. 4 PCS
12. 2 BALL
13. 24 PCS
14. 12 PCS
15. 12 PACK
16. 5 PCS
17. 40 PCS
18. 20 PCS
19. 15 PACK
20. 5 KG/LTR
21. 8 DUS
22. 6 DUS
23. 4 PCS
24. 12 PCS
25. 6 PCS
26. 6 PCS
27. 25 DUS
28. 7 DUS
29. 5 DUS
30. 10 DUS
31. 150 KG
32. 20 PCS
33. 20 PCS
34. 5 DUS
35. 3 PCS
36. 1 DUS
37. 1 DUS
38. 12 PCS
39. 12 PCS
40. 24 PCS
41. 1 KALENG
42. 3 PACK
43. 6 PCS
44. 60 PCS
45. 20 PCS
46. 20 PCS
47. 20 PCS
48. 20 PCS
49. 40 PCS
50. 1 DUS
51. 10 PCS
52. 10 METER
53. 12 PCS
54. 12 PCS
55. 1 PCS
56. 1 PCS
57. 5 PCS
58. 10 PCS
59. 10 LITER
60. 30 PCS
61. 25 PACK
62. 100 PCS
63. 2 PACK
64. 2 PACK
65. 2 PCS
66. 4 PCS
67. 2 PCS
68. 1 lot","1. MESIN GERINDA TANGAN [PN: GWS 700] (2 PCS)
2. MESIN BOR [PN: GSB 600] (2 PCS)
3. KABEL LISTRIK NYM [PN: 2x1.5 mm] (2 ROLL)
4. SELANG KAWAT SPIRAL [PN: 1-Feb] (50 METER)
5. KERAN AIR STIENLES [PN: 1-Feb] (12 PCS)
6. KACAMATA HITAM [PN: Krisbow] (12 PCS)
7. SENTER TANGAN (350 LM) [PN: Krisbow] (6 PCS)
8. JAS HUJAN (BAJU CELANA) [PN: Gosave (PVC)
uk M, L, XXL] (12 PCS)
9. TERMINAL LISTRIK/STOP KONTAK [PN: Broco 3 lubang] (6 PCS)
10. TOPENG LAS AUTO DARKENNING [PN: Welding Helmet] (1 PCS)
11. SAFETY BELT/PENGAMAN KERJA KETINGGIAN [PN: Sutera/Logam] (4 PCS)
12. KAUS TANGAN BINTIK (2 BALL)
13. KACA MATA PUTIH/BENING [PN: Krisbow] (24 PCS)
14. CUTTER L500 [PN: Besar] (12 PCS)
15. PISAU CUTTER L500 [PN: Besar] (12 PACK)
16. GERGAJI BESI [PN: Krisbow] (5 PCS)
17. MATA GERGAJI BESI [PN: Krisbow] (40 PCS)
18. LAMPU NAVIGASI [PN: AC/DC 24 VOLT] (20 PCS)
19. LANTAI VINIL/VINYL FLOOTING @Lincoln brown [PN: 122,4 x 914,4 mm] (15 PACK)
20. LEM VINYL (5 KG/LTR)
21. MOKO PEWANGI (SACHET) (8 DUS)
22. STELLA SEMPROT REFILL [PN: 225 ml] (6 DUS)
23. GLADE MESIN OTOMATIS STELLA UK 225 [PN: 225 ml] (4 PCS)
24. KESET LANTAI (BAHAN KAIN HANDUK) [PN: kain] (12 PCS)
25. WIPER PEMBERSIH KACA (6 PCS)
26. EMBER+GAYUNG [PN: 20 ltr] (6 PCS)
27. RINSO (25 DUS)
28. SUNLIGHT (7 DUS)
29. VIXCAL (5 DUS)
30. KAPUR BARUS (BAGUS) (10 DUS)
31. MAJUN [PN: Kain] (150 KG)
32. PEL LANTAI (20 PCS)
33. SAPU LANTAI (20 PCS)
34. PLADGE (PEMBERSIH FURNITURE) @330gr [PN: Aerosol] (5 DUS)
35. TEMPAT SAMPAH MARINE (IMDG CODE) [PN: uk 50 liter
hijau, merah, kuning] (3 PCS)
36. BATTERY JAM ALKALINE [PN: AA] (1 DUS)
37. BATTERY JAM REMOT [PN: AAA] (1 DUS)
38. LAMPU TONGKANG (12 PCS)
39. BATTERY LAMPU TONGKANG (12 PCS)
40. WD 40 [PN: 333 ML] (24 PCS)
41. LEM AIBON [PN: 1 LITER] (1 KALENG)
42. BALLPOINT [PN: HITAM] (3 PACK)
43. STABILO [PN: ORANGE] (6 PCS)
44. KUAS ROLL (60 PCS)
45. KUAS TANGAN [PN: 1 INC] (20 PCS)
46. KUAS TANGAN [PN: 2 INC] (20 PCS)
47. SOLASI KERTAS [PN: KECIL] (20 PCS)
48. SOLASI KERTAS [PN: BESAR] (20 PCS)
49. LAKBAN BENING [PN: BESAR] (40 PCS)
50. KAPUR BARUS (BAGUS) (1 DUS)
51. BENDERA RI [PN: 60X90] (10 PCS)
52. RANTAL DAPRA [PN: uk 3/4] (10 METER)
53. PEMBERSIH JAMUR KACA [PN: WATERSPOT] (12 PCS)
54. MATA BOR CUP BRONZE [PN: SILVER] (12 PCS)
55. CHAIN BLOCK [PN: SWL 5 TON] (1 PCS)
56. CHAIN BLOCK [PN: SWL 10 TON] (1 PCS)
57. KANEBO [PN: LAP] (5 PCS)
58. MICRO FIBER [PN: LAP] (10 PCS)
59. RESIN 1 PAKET [PN: LITER] (10 LITER)
60. ALTECO/LEM CHINA (30 PCS)
61. KABEL TIES [PN: NILON] (25 PACK)
62. BAUT [PN: M10X50] (100 PCS)
63. SPIDOL PERMANENT [PN: SNOWAN] (2 PACK)
64. SPIDOL POORMARKER [PN: SNOWAN] (2 PACK)
65. JANGKA SEMAT PETA [PN: KUNINGAN] (2 PCS)
66. PENGGARIS PANJANG DAN PENDEK (1 METER DAN 30 CM) [PN: STAINLESS] (4 PCS)
67. MISTAR JAJAR (PETA) [PN: PLASTIC] (2 PCS)
68. DISKON (1 lot)"
0958.SPK/BA.17/BA010102/2026,2026-07-02,Srikandi Baruna 2004,2,"1. TALI PP MONOFILAMENT
2. TALI PP MONOFILAMENT","1. CIR 10
2. CIR 8","1. 1 roll
2. 1 roll","1. TALI PP MONOFILAMENT [PN: CIR 10] (1 roll)
2. TALI PP MONOFILAMENT [PN: CIR 8] (1 roll)"
0937.SPK/BA.17/BA010102/2026,2026-07-02,Srikandi Baruna 2001,3,"1. TALI PP MONOFILAMENT
2. TALI PP MONOFILAMENT
3. TALI PP MONOFILAMENT","1. CIR 10
2. CIR 8
3. CIR 6","1. 1 roll
2. 2 roll
3. 1 roll","1. TALI PP MONOFILAMENT [PN: CIR 10] (1 roll)
2. TALI PP MONOFILAMENT [PN: CIR 8] (2 roll)
3. TALI PP MONOFILAMENT [PN: CIR 6] (1 roll)"
0999.SPK/BA.17/BA010102/2026,2026-07-01,Malahayati Baruna,1,1. AKI KERING,1. -,1. 8 pcs,1. AKI KERING (8 pcs)
1017.SPK/BA.302/BA010102/2026,2026-07-02,Rasuna Baruna,2,"1. THREEWAY VALVE UNIT
2. KIT FOR VALVE","1. -
2. -","1. 1 unit
2. 2 set","1. THREEWAY VALVE UNIT (1 unit)
2. KIT FOR VALVE (2 set)"
0998.SPK/BA.202/BA010102/2026,2026-07-01,Srikandi Baruna 2206,32,"1. GREASE (CASTROL) @15KG
2. GREASE KYODO YUSHI (454GRAM) HEAVY DUTY
3. SARUNG TANGAN KATUN
4. BATU GERINDA POTONG 4
5. MOLYCOTE (1000GRAM)
6. PASTA SKUR ABRASIVE (105GRAM)
7. ORING SET BOX OSTYNN (MM & NBR)
8. RING TEMBAGA CONTAIN 30SET (ISI 568PCS)
9. AMPLAS ROLL GRIT 40
10. AMPLAS ROLL GRIT 60
11. AMPLAS ROLL GRIT 80
12. AMPLAS ROLL GRIT 100
13. AMPLAS ROLL GRIT 120
14. AMPLAS ROLL GRIT 150
15. AMPLAS ROLL GRIT 180
16. AMPLAS ROLL GRIT 240
17. AMPLAS ROLL GRIT 320
18. AMPLAS ROLL GRIT 400
19. AMPLAS ROLL GRIT 500
20. AMPLAS ROLL GRIT 800
21. AMPLAS ROLL GRIT 1000
22. MATA GERGAJI BESI 12
23. OIL SPILL DIPERSANT @20L
24. AVR GENERATOR (DST-100-2FA4)
25. MCCB 100A 3POLE 415V (SCHNEIDER)
26. WATER JET CLEANER (KARCHER K2 / 1400W / 120BAR)
27. ELECTRIC BARREL PUMP 220VAC (DYB-60YT-1)
28. TAP & DIE SET 40PCS (TEKIRO)
29. BATTERY HYDROMETER TESTER
30. MESIN GENSET/LAS (FIRMAN FGW 160C) GASOLINE
31. EAR MUFF GOSAVE
32. BOSCH IMPACT WRENCH CORDLESS SET (560NM)","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. -
13. -
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -
23. -
24. -
25. -
26. -
27. -
28. -
29. -
30. -
31. -
32. -","1. 1 PCS
2. 4 PCS
3. 25 LUSIN
4. 40 PCS
5. 2 PCS
6. 5 PCS
7. 2 SET
8. 1 SET
9. 20 METER
10. 20 METER
11. 20 METER
12. 20 METER
13. 20 METER
14. 20 METER
15. 20 METER
16. 20 METER
17. 20 METER
18. 20 METER
19. 20 METER
20. 20 METER
21. 20 METER
22. 20 PCS
23. 1 PCS
24. 2 UNIT
25. 2 PCS
26. 1 UNIT
27. 1 UNIT
28. 1 SET
29. 3 PCS
30. 1 UNIT
31. 6 PCS
32. 1 SET","1. GREASE (CASTROL) @15KG (1 PCS)
2. GREASE KYODO YUSHI (454GRAM) HEAVY DUTY (4 PCS)
3. SARUNG TANGAN KATUN (25 LUSIN)
4. BATU GERINDA POTONG 4 (40 PCS)
5. MOLYCOTE (1000GRAM) (2 PCS)
6. PASTA SKUR ABRASIVE (105GRAM) (5 PCS)
7. ORING SET BOX OSTYNN (MM & NBR) (2 SET)
8. RING TEMBAGA CONTAIN 30SET (ISI 568PCS) (1 SET)
9. AMPLAS ROLL GRIT 40 (20 METER)
10. AMPLAS ROLL GRIT 60 (20 METER)
11. AMPLAS ROLL GRIT 80 (20 METER)
12. AMPLAS ROLL GRIT 100 (20 METER)
13. AMPLAS ROLL GRIT 120 (20 METER)
14. AMPLAS ROLL GRIT 150 (20 METER)
15. AMPLAS ROLL GRIT 180 (20 METER)
16. AMPLAS ROLL GRIT 240 (20 METER)
17. AMPLAS ROLL GRIT 320 (20 METER)
18. AMPLAS ROLL GRIT 400 (20 METER)
19. AMPLAS ROLL GRIT 500 (20 METER)
20. AMPLAS ROLL GRIT 800 (20 METER)
21. AMPLAS ROLL GRIT 1000 (20 METER)
22. MATA GERGAJI BESI 12 (20 PCS)
23. OIL SPILL DIPERSANT @20L (1 PCS)
24. AVR GENERATOR (DST-100-2FA4) (2 UNIT)
25. MCCB 100A 3POLE 415V (SCHNEIDER) (2 PCS)
26. WATER JET CLEANER (KARCHER K2 / 1400W / 120BAR) (1 UNIT)
27. ELECTRIC BARREL PUMP 220VAC (DYB-60YT-1) (1 UNIT)
28. TAP & DIE SET 40PCS (TEKIRO) (1 SET)
29. BATTERY HYDROMETER TESTER (3 PCS)
30. MESIN GENSET/LAS (FIRMAN FGW 160C) GASOLINE (1 UNIT)
31. EAR MUFF GOSAVE (6 PCS)
32. BOSCH IMPACT WRENCH CORDLESS SET (560NM) (1 SET)"
0997.SPK/BA.202/BA010102/2026,2026-07-01,Srikandi Baruna 2206,22,"1. RINSO DETERGENT BUBUK (1KG) @12PCS PER BOX
2. SUNLIGHT SABUN CUCI PIRING (1L) @6PCS PER BOX
3. PORSTEX PEMBERSIH LANTAI (1L) @12PCS PER BOX
4. REFILL CLING PEMBERSIH KACA (500ML) @12PCS PER BOX
5. LAKBAN KERTAS 1
6. PEL LANTAI + GAGANG (MODEL: SUMBU)
7. SIKAT LANTAI + GAGANG (BAHAN: PLASTIK)
8. SAPU LANTAI + GAGANG (BAHAN: PLASTIK)
9. BATTERY ALKALINE AA 1,5V @ 72PCS PER BOX
10. BATTERY ALKALINE AAA 1,5V @72 PCS PER BOX
11. BATTERY ALKALINE D/LR20 @24PCS PER BOX
12. REGULATOR KOMPOR GAS MODEL JEPIT (MERK DESTEC)
13. SENTER RECHARGERABLE (DONY MS-309 50WATT)
14. BAN DAPRA UK1000/R20 (BEKAS TRUCK)
15. DEE SHACKLE 5/8 (GALVANIS)
16. REFLECTIVE TAPE PUTIH (2 x 45MTR)
17. BAYGON SPRAY 750ML
18. STELLA SPRAY 175ML
19. KESET KAKI
20. LAMPU SINYAL LED TENAGA SURYA (KUNING/MERAH)
21. PILOT LADDER 6MTR SOLAS (CCS CERTIFICATE)
22. SARUNG TANGAN BINTIK KUNING","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. -
13. -
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -","1. 15 BOX
2. 10 BOX
3. 5 BOX
4. 4 BOX
5. 20 LUSIN
6. 15 PCS
7. 15 PCS
8. 15 PCS
9. 2 BOX
10. 2 BOX
11. 2 BOX
12. 5 PCS
13. 10 PCS
14. 10 PCS
15. 50 PCS
16. 2 PCS
17. 20 PCS
18. 20 PCS
19. 20 PCS
20. 4 PCS
21. 1 PCS
22. 25 LUSIN","1. RINSO DETERGENT BUBUK (1KG) @12PCS PER BOX (15 BOX)
2. SUNLIGHT SABUN CUCI PIRING (1L) @6PCS PER BOX (10 BOX)
3. PORSTEX PEMBERSIH LANTAI (1L) @12PCS PER BOX (5 BOX)
4. REFILL CLING PEMBERSIH KACA (500ML) @12PCS PER BOX (4 BOX)
5. LAKBAN KERTAS 1 (20 LUSIN)
6. PEL LANTAI + GAGANG (MODEL: SUMBU) (15 PCS)
7. SIKAT LANTAI + GAGANG (BAHAN: PLASTIK) (15 PCS)
8. SAPU LANTAI + GAGANG (BAHAN: PLASTIK) (15 PCS)
9. BATTERY ALKALINE AA 1,5V @ 72PCS PER BOX (2 BOX)
10. BATTERY ALKALINE AAA 1,5V @72 PCS PER BOX (2 BOX)
11. BATTERY ALKALINE D/LR20 @24PCS PER BOX (2 BOX)
12. REGULATOR KOMPOR GAS MODEL JEPIT (MERK DESTEC) (5 PCS)
13. SENTER RECHARGERABLE (DONY MS-309 50WATT) (10 PCS)
14. BAN DAPRA UK1000/R20 (BEKAS TRUCK) (10 PCS)
15. DEE SHACKLE 5/8 (GALVANIS) (50 PCS)
16. REFLECTIVE TAPE PUTIH (2 x 45MTR) (2 PCS)
17. BAYGON SPRAY 750ML (20 PCS)
18. STELLA SPRAY 175ML (20 PCS)
19. KESET KAKI (20 PCS)
20. LAMPU SINYAL LED TENAGA SURYA (KUNING/MERAH) (4 PCS)
21. PILOT LADDER 6MTR SOLAS (CCS CERTIFICATE) (1 PCS)
22. SARUNG TANGAN BINTIK KUNING (25 LUSIN)"
1018.SPK/BA.202/BA010102/2026,2026-07-02,,18,"1. Hydraulic Filter (JIMCO) JHC-88004
2. Fuel Filter (JIMCO) JFC-88030
3. V Belt (Mitsuboshi REMF-6310)
4. V Belt (Mitsuboshi RECMF-8460)
5. V Belt (Bando B-46)
6. Kunci Filter Sabuk 9 (Tekiro)
7. Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric)
8. Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch)
9. Stop Kontak Kabel Roll 50Meter 220V
10. Injector Diesel Tester 60MPa (Bosch Zexel S60H)  / Equivalent
11. Hydraulic Filter (JIMCO) JHC-88004
12. Fuel Filter (JIMCO) JFC-88030
13. V Belt (Mitsuboshi REMF-6310)
14. V Belt (Mitsuboshi RECMF-8460)
15. V Belt (Bando B-46)
16. Ring Tembaga Contain 30Set (568Pcs)
17. Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric)
18. Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch)","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. -
13. -
14. -
15. -
16. -
17. -
18. -","1. 6 Pcs
2. 24 Pcs
3. 4 Pcs
4. 2 Pcs
5. 4 Pcs
6. 2 Pcs
7. 1 Set
8. 1 Set
9. 1 Pcs
10. 1 Unit
11. 6 Pcs
12. 24 Pcs
13. 4 Pcs
14. 2 Pcs
15. 4 Pcs
16. 1 Set
17. 1 Set
18. 1 Set","1. Hydraulic Filter (JIMCO) JHC-88004 (6 Pcs)
2. Fuel Filter (JIMCO) JFC-88030 (24 Pcs)
3. V Belt (Mitsuboshi REMF-6310) (4 Pcs)
4. V Belt (Mitsuboshi RECMF-8460) (2 Pcs)
5. V Belt (Bando B-46) (4 Pcs)
6. Kunci Filter Sabuk 9 (Tekiro) (2 Pcs)
7. Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric) (1 Set)
8. Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch) (1 Set)
9. Stop Kontak Kabel Roll 50Meter 220V (1 Pcs)
10. Injector Diesel Tester 60MPa (Bosch Zexel S60H)  / Equivalent (1 Unit)
11. Hydraulic Filter (JIMCO) JHC-88004 (6 Pcs)
12. Fuel Filter (JIMCO) JFC-88030 (24 Pcs)
13. V Belt (Mitsuboshi REMF-6310) (4 Pcs)
14. V Belt (Mitsuboshi RECMF-8460) (2 Pcs)
15. V Belt (Bando B-46) (4 Pcs)
16. Ring Tembaga Contain 30Set (568Pcs) (1 Set)
17. Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric) (1 Set)
18. Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch) (1 Set)"
0675.SPK/TU.006/BA010102/2026,2026-07-02,,14,"1. MERAK (PICK UP)
2. MERAK (CDE)
3. MERAK (CDD)
4. JEPARA (PICK UP)
5. JEPARA (CDE)
6. PAITON (PICK UP)
7. PAITON (CDD)
8. LAMPUNG (PICK UP)
9. LAMPUNG (CDE)
10. LAMPUNG (CDD)
11. TUBAN (PICK UP)
12. CILACAP (PICK UP)
13. PAITON - JEPARA
14. JABODETABEK","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. -
13. -
14. -","1. 2 lot
2. 2 lot
3. 3 lot
4. 2 lot
5. 1 lot
6. 2 lot
7. 6 lot
8. 2 lot
9. 3 lot
10. 1 lot
11. 1 lot
12. 1 lot
13. 1 lot
14. 53 lot","1. MERAK (PICK UP) (2 lot)
2. MERAK (CDE) (2 lot)
3. MERAK (CDD) (3 lot)
4. JEPARA (PICK UP) (2 lot)
5. JEPARA (CDE) (1 lot)
6. PAITON (PICK UP) (2 lot)
7. PAITON (CDD) (6 lot)
8. LAMPUNG (PICK UP) (2 lot)
9. LAMPUNG (CDE) (3 lot)
10. LAMPUNG (CDD) (1 lot)
11. TUBAN (PICK UP) (1 lot)
12. CILACAP (PICK UP) (1 lot)
13. PAITON - JEPARA (1 lot)
14. JABODETABEK (53 lot)"
1003.SPK/BA.302/BA010102/2026,2026-07-06,Meutia Baruna,1,1. CONCENTRIC VALVE ASSEMBLY (LP),1. 0710-7100-01,1. 1 set,1. CONCENTRIC VALVE ASSEMBLY (LP) [PN: 0710-7100-01] (1 set)
1031.SPK/BA.17/BA010102/2026,2026-07-06,Meutia Baruna,1,1. JASA NORMALISASI & REWINDING ELMOT FEED PUMP BOILER NO. 1,1. -,1. 1 lot,1. JASA NORMALISASI & REWINDING ELMOT FEED PUMP BOILER NO. 1 (1 lot)
1033.SPK/BA.17/BA010102/2026,2026-07-03,Arimbi Baruna,1,1. TALI PP MULTIFILAMENT,1. CIR 10,1. 4 roll,1. TALI PP MULTIFILAMENT [PN: CIR 10] (4 roll)
1001..SPK/BA.202/BA010102/2026,2026-07-01,Jayanti Baruna,1,1. BALLAST FOR FL-LAMP,1. 79155,1. 20 pcs,1. BALLAST FOR FL-LAMP [PN: 79155] (20 pcs)
1032.SPK/BA.17/BA010102/2026,2026-07-06,Zalecha Baruna,2,"1. UNTUK PIPA 2INCH ATAU DN50
2. SOUNDING CAP WTB","1. SOUNDING CAP TST
2. -","1. 15 pcs
2. 15 pcs","1. UNTUK PIPA 2INCH ATAU DN50 [PN: SOUNDING CAP TST] (15 pcs)
2. SOUNDING CAP WTB (15 pcs)"
1048.SPK/BA.7/BA010102/2026,2026-07-07,Zalecha Baruna,2,"1. SERVICE ENGINEER 2
2. TRANSPORTASI DAN AKOMODASI","1. -
2. -","1. 2 lot
2. 1 lot","1. SERVICE ENGINEER 2 (2 lot)
2. TRANSPORTASI DAN AKOMODASI (1 lot)"
1042.SPK/BA.17/BA010102/2026,2026-07-07,Meutia Baruna,1,1. TALI PP MULTIFILAMENT,1. CIR 10,1. 6 roll,1. TALI PP MULTIFILAMENT [PN: CIR 10] (6 roll)
1055.SPK/BA.202/BA010102/2026,2026-07-08,Meutia Baruna,25,"1. Buku Tulis Hard Cover Folio 100 Lbr
2. Buku Tulis Hard Cover Kwarto 100 Lbr
3. Ballpoint Standard AE 7 0.5 mm (Hitam)
4. Ballpoint Standard AE 7 0.5 mm (Biru)
5. Pisau Cutter Kenko L-500 Besar
6. Isi Pisau Cutter Kenko L-500 Besar
7. Label Tape TZE-211 (6 mm) For P-Touch D610BT, Brother
8. Label Tape TZE-231 (12 mm) For P-Touch D610BT, Brother
9. Label Tape TZE-241 (18 mm) For P-Touch D610Bt, Brother
10. Kertas HVS Paper One A4 75 GSM
11. Ribbon Cartridge For Printer Epson LQ310
12. Battery ABC 1.5V Uk. AAA
13. Battery ABC Uk. AA
14. Correction Fluid Joyko CF-S209
15. Correction Tape Joyko CT-522 (Tape Roll)
16. Amplop Coklat Tali Folio 310
17. Amplop Coklat Kabinet ( Uk. 10x24 cm)
18. Amplop Putih Paperline 104 PPS
19. Lakban Bening Lebar 45 mm
20. Lakban Coklat Lebar 45 mm
21. Tinta Stempel Flash 10 ml (Biru)
22. Tinta Stempel Flash 10 ml (Ungu)
23. Spidol Whiteboard Marker Hitam Joyko WM-65
24. Spidol Putih Permanen Paint Marker Joyko PTM-37
25. Sheet Protector Folio A4 Bening","1. -
2. -
3. -
4. -
5. -
6. -
7. -
8. -
9. -
10. -
11. -
12. -
13. -
14. -
15. -
16. -
17. -
18. -
19. -
20. -
21. -
22. -
23. -
24. -
25. -","1. 20 Pcs
2. 20 Pcs
3. 20 Pack
4. 10 Pack
5. 20 Pcs
6. 10 Box
7. 10 Pcs
8. 10 Pcs
9. 10 Pcs
10. 25 Rim
11. 10 Pcs
12. 50 Pcs
13. 50 Pcs
14. 20 Pcs
15. 20 Pcs
16. 10 Pack
17. 10 Pack
18. 10 Pack
19. 50 Roll
20. 50 Roll
21. 10 Botol
22. 10 Botol
23. 10 Pack
24. 10 Pack
25. 10 Pack","1. Buku Tulis Hard Cover Folio 100 Lbr (20 Pcs)
2. Buku Tulis Hard Cover Kwarto 100 Lbr (20 Pcs)
3. Ballpoint Standard AE 7 0.5 mm (Hitam) (20 Pack)
4. Ballpoint Standard AE 7 0.5 mm (Biru) (10 Pack)
5. Pisau Cutter Kenko L-500 Besar (20 Pcs)
6. Isi Pisau Cutter Kenko L-500 Besar (10 Box)
7. Label Tape TZE-211 (6 mm) For P-Touch D610BT, Brother (10 Pcs)
8. Label Tape TZE-231 (12 mm) For P-Touch D610BT, Brother (10 Pcs)
9. Label Tape TZE-241 (18 mm) For P-Touch D610Bt, Brother (10 Pcs)
10. Kertas HVS Paper One A4 75 GSM (25 Rim)
11. Ribbon Cartridge For Printer Epson LQ310 (10 Pcs)
12. Battery ABC 1.5V Uk. AAA (50 Pcs)
13. Battery ABC Uk. AA (50 Pcs)
14. Correction Fluid Joyko CF-S209 (20 Pcs)
15. Correction Tape Joyko CT-522 (Tape Roll) (20 Pcs)
16. Amplop Coklat Tali Folio 310 (10 Pack)
17. Amplop Coklat Kabinet ( Uk. 10x24 cm) (10 Pack)
18. Amplop Putih Paperline 104 PPS (10 Pack)
19. Lakban Bening Lebar 45 mm (50 Roll)
20. Lakban Coklat Lebar 45 mm (50 Roll)
21. Tinta Stempel Flash 10 ml (Biru) (10 Botol)
22. Tinta Stempel Flash 10 ml (Ungu) (10 Botol)
23. Spidol Whiteboard Marker Hitam Joyko WM-65 (10 Pack)
24. Spidol Putih Permanen Paint Marker Joyko PTM-37 (10 Pack)
25. Sheet Protector Folio A4 Bening (10 Pack)"
